date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-09,AM,Anori,city,1,0,True,21010,1300102,4.75964,
2020-04-09,AM,Boca do Acre,city,1,0,True,34308,1300706,2.91477,
2020-04-09,AM,Careiro da Várzea,city,2,0,True,30225,1301159,6.61704,
2020-04-09,AM,Importados/Indefinidos,city,0,0,True,,,,
2020-04-09,AM,Iranduba,city,11,0,True,48296,1301852,22.77621,
2020-04-09,AM,Itacoatiara,city,11,0,True,101337,1301902,10.85487,
2020-04-09,AM,Manacapuru,city,48,3,True,97377,1302504,49.29295,0.0625
2020-04-09,AM,Manaus,city,800,33,True,2182763,1302603,36.6508,0.0413
2020-04-09,AM,Manicoré,city,1,1,True,55751,1302702,1.79369,1.0
2020-04-09,AM,Novo Airão,city,1,1,True,19454,1303205,5.14033,1.0
2020-04-09,AM,Parintins,city,6,2,True,114273,1303403,5.25058,0.3333
2020-04-09,AM,Presidente Figueiredo,city,2,0,True,36279,1303536,5.51283,
2020-04-09,AM,Santo Antônio do Içá,city,7,0,True,21602,1303700,32.40441,
2020-04-09,AM,São Paulo de Olivença,city,4,0,True,39299,1303908,10.17838,
2020-04-09,AM,Tabatinga,city,1,0,True,65844,1304062,1.51874,
2020-04-09,AM,Tonantins,city,3,0,True,18755,1304237,15.99573,
2020-04-09,AM,,state,899,40,True,4144597,13,21.69089,0.0445
2020-04-09,DF,Brasília,city,527,13,True,3015268,5300108,17.47772,0.0247
2020-04-09,DF,,state,527,13,True,3015268,53,17.47772,0.0247
2020-04-09,GO,Águas Lindas de Goiás,city,1,0,True,212440,5200258,0.47072,
2020-04-09,GO,Anápolis,city,12,0,True,386923,5201108,3.10139,
2020-04-09,GO,Anhanguera,city,1,0,True,1149,5201207,87.0322,
2020-04-09,GO,Aparecida de Goiânia,city,1,0,True,578179,5201405,0.17296,
2020-04-09,GO,Bela Vista de Goiás,city,1,0,True,29975,5203302,3.33611,
2020-04-09,GO,Bom Jesus de Goiás,city,1,0,True,25216,5203500,3.96574,
2020-04-09,GO,Caldas Novas,city,0,0,True,91162,5204508,,
2020-04-09,GO,Campestre de Goiás,city,1,0,True,3630,5204607,27.54821,
2020-04-09,GO,Catalão,city,1,0,True,108823,5205109,0.91892,
2020-04-09,GO,Cidade Ocidental,city,2,0,True,71376,5205497,2.80206,
2020-04-09,GO,Goiandira,city,1,1,True,5600,5208509,17.85714,1.0
2020-04-09,GO,Goianésia,city,8,0,True,70084,5208608,11.41487,
2020-04-09,GO,Goiânia,city,102,4,True,1516113,5208707,6.72773,0.0392
2020-04-09,GO,Goiatuba,city,1,0,True,34095,5209101,2.93298,
2020-04-09,GO,Guapó,city,1,0,True,14209,5209200,7.03779,
2020-04-09,GO,Hidrolândia,city,0,0,True,21706,5209705,,
2020-04-09,GO,Importados/Indefinidos,city,4,0,True,,,,
2020-04-09,GO,Itumbiara,city,3,0,True,104742,5211503,2.86418,
2020-04-09,GO,Jataí,city,4,0,True,100882,5211909,3.96503,
2020-04-09,GO,Luziânia,city,6,1,True,208299,5212501,2.88047,0.1667
2020-04-09,GO,Montividiu,city,1,0,True,13396,5213756,7.46491,
2020-04-09,GO,Nova Glória,city,1,0,True,8164,5214861,12.2489,
2020-04-09,GO,Nova Veneza,city,1,0,True,9853,5215009,10.14919,
2020-04-09,GO,Paranaiguara,city,1,0,True,10057,5216304,9.94332,
2020-04-09,GO,Pires do Rio,city,1,1,True,31458,5217401,3.17884,1.0
2020-04-09,GO,Rio Verde,city,10,0,True,235647,5218805,4.24364,
2020-04-09,GO,São Luís de Montes Belos,city,2,0,True,33817,5220108,5.91419,
2020-04-09,GO,Senador Canedo,city,1,0,True,115371,5220454,0.86677,
2020-04-09,GO,Silvânia,city,1,0,True,20695,5220603,4.83209,
2020-04-09,GO,Trindade,city,2,0,True,127599,5221403,1.56741,
2020-04-09,GO,Valparaíso de Goiás,city,6,0,True,168468,5221858,3.56151,
2020-04-09,GO,Vianópolis,city,1,0,True,13863,5222005,7.21345,
2020-04-09,GO,,state,179,7,True,7018354,52,2.55046,0.0391
2020-04-09,MG,Alfenas,city,1,0,True,79996,3101607,1.25006,
2020-04-09,MG,Alpercata,city,1,0,True,7424,3101805,13.46983,
2020-04-09,MG,Araguari,city,2,0,True,117267,3103504,1.70551,
2020-04-09,MG,Arcos,city,2,0,True,40092,3104205,4.98853,
2020-04-09,MG,Barbacena,city,1,0,True,137313,3105608,0.72826,
2020-04-09,MG,Belo Horizonte,city,310,6,True,2512070,3106200,12.34042,0.0194
2020-04-09,MG,Betim,city,6,0,True,439340,3106705,1.36568,
2020-04-09,MG,Boa Esperança,city,2,0,True,40127,3107109,4.98418,
2020-04-09,MG,Bom Despacho,city,1,0,True,50605,3107406,1.97609,
2020-04-09,MG,Borda da Mata,city,1,0,True,19412,3108305,5.15145,
2020-04-09,MG,Botelhos,city,1,0,True,14971,3108404,6.67958,
2020-04-09,MG,Cambuí,city,5,0,True,29551,3110608,16.9199,
2020-04-09,MG,Campo Belo,city,1,0,True,54029,3111200,1.85086,
2020-04-09,MG,Campos Altos,city,1,0,True,15461,3111507,6.46789,
2020-04-09,MG,Capitólio,city,1,0,True,8632,3112802,11.5848,
2020-04-09,MG,Carangola,city,1,0,True,33000,3113305,3.0303,
2020-04-09,MG,Carmo da Cachoeira,city,1,0,True,12170,3113909,8.21693,
2020-04-09,MG,Carmo do Cajuru,city,2,0,True,22478,3114204,8.89759,
2020-04-09,MG,Centralina,city,1,0,True,10350,3115805,9.66184,
2020-04-09,MG,Contagem,city,14,0,True,663855,3118601,2.10889,
2020-04-09,MG,Coronel Fabriciano,city,2,0,True,109855,3119401,1.82058,
2020-04-09,MG,Divinésia,city,1,0,True,3417,3121902,29.26544,
2020-04-09,MG,Divinópolis,city,19,0,True,238230,3122306,7.97549,
2020-04-09,MG,Esmeraldas,city,1,0,True,70552,3124104,1.41739,
2020-04-09,MG,Extrema,city,2,0,True,36225,3125101,5.52105,
2020-04-09,MG,Formiga,city,1,0,True,67683,3126109,1.47748,
2020-04-09,MG,Frutal,city,1,0,True,59496,3127107,1.68079,
2020-04-09,MG,Governador Valadares,city,2,0,True,279885,3127701,0.71458,
2020-04-09,MG,Guimarânia,city,1,0,True,8039,3128907,12.43936,
2020-04-09,MG,Importados/Indefinidos,city,18,0,True,,,,
2020-04-09,MG,Ipaba,city,1,0,True,18607,3131158,5.37432,
2020-04-09,MG,Ipatinga,city,4,0,True,263410,3131307,1.51855,
2020-04-09,MG,Itabira,city,1,0,True,120060,3131703,0.83292,
2020-04-09,MG,Itanhandu,city,1,0,True,15331,3133105,6.52273,
2020-04-09,MG,Itapeva,city,1,0,True,9783,3133600,10.22181,
2020-04-09,MG,Janaúba,city,2,0,True,71648,3135100,2.79142,
2020-04-09,MG,Jeceaba,city,1,0,True,4912,3135407,20.35831,
2020-04-09,MG,João Monlevade,city,1,0,True,79910,3136207,1.25141,
2020-04-09,MG,Juiz de Fora,city,51,1,True,568873,3136702,8.96509,0.0196
2020-04-09,MG,Lagoa da Prata,city,11,0,True,52165,3137205,21.08694,
2020-04-09,MG,Lavras,city,3,0,True,103773,3138203,2.89093,
2020-04-09,MG,Machado,city,1,0,True,42133,3139003,2.37344,
2020-04-09,MG,Manhuaçu,city,1,0,True,90229,3139409,1.10829,
2020-04-09,MG,Mariana,city,3,1,True,60724,3140001,4.94039,0.3333
2020-04-09,MG,Mário Campos,city,1,0,True,15416,3140159,6.48677,
2020-04-09,MG,Matozinhos,city,1,0,True,37820,3141108,2.6441,
2020-04-09,MG,Montes Claros,city,1,1,True,409341,3143302,0.2443,1.0
2020-04-09,MG,Muriaé,city,4,0,True,108763,3143906,3.67772,
2020-04-09,MG,Nanuque,city,2,0,True,40750,3144300,4.90798,
2020-04-09,MG,Nova Lima,city,38,0,True,94889,3144805,40.04679,
2020-04-09,MG,Ouro Fino,city,1,1,True,33639,3146008,2.97274,1.0
2020-04-09,MG,Paracatu,city,1,0,True,93158,3147006,1.07345,
2020-04-09,MG,Pará de Minas,city,1,0,True,93969,3147105,1.06418,
2020-04-09,MG,Paraisópolis,city,2,1,True,21083,3147303,9.48632,0.5
2020-04-09,MG,Patos de Minas,city,5,0,True,152488,3148004,3.27895,
2020-04-09,MG,Patrocínio,city,6,0,True,90757,3148103,6.61106,
2020-04-09,MG,Piumhi,city,1,0,True,34691,3151503,2.88259,
2020-04-09,MG,Poços de Caldas,city,3,0,True,167397,3151800,1.79215,
2020-04-09,MG,Pouso Alegre,city,9,1,True,150737,3152501,5.97066,0.1111
2020-04-09,MG,Ribeirão das Neves,city,2,0,True,334858,3154606,0.59727,
2020-04-09,MG,Sabará,city,5,0,True,136344,3156700,3.66719,
2020-04-09,MG,Santa Luzia,city,1,0,True,219134,3157807,0.45634,
2020-04-09,MG,Santa Maria de Itabira,city,1,0,True,10847,3158003,9.21914,
2020-04-09,MG,Santana do Paraíso,city,1,0,True,34663,3158953,2.88492,
2020-04-09,MG,Santo Antônio do Monte,city,2,0,True,28243,3160405,7.0814,
2020-04-09,MG,São João del Rei,city,3,0,True,90082,3162500,3.3303,
2020-04-09,MG,São João Nepomuceno,city,1,0,True,26361,3162906,3.79348,
2020-04-09,MG,Sarzedo,city,1,0,True,32752,3165537,3.05325,
2020-04-09,MG,Senador Amaral,city,1,0,True,5356,3165578,18.67065,
2020-04-09,MG,Serra do Salitre,city,1,0,True,11582,3166808,8.63409,
2020-04-09,MG,Sete Lagoas,city,3,0,True,239639,3167202,1.25188,
2020-04-09,MG,Timóteo,city,5,0,True,89842,3168705,5.56533,
2020-04-09,MG,Toledo,city,1,0,True,6258,3169109,15.97955,
2020-04-09,MG,Ubá,city,1,0,True,115552,3169901,0.86541,
2020-04-09,MG,Uberaba,city,16,0,True,333783,3170107,4.79353,
2020-04-09,MG,Uberlândia,city,40,2,True,691305,3170206,5.78616,0.05
2020-04-09,MG,Unaí,city,1,0,True,84378,3170404,1.18514,
2020-04-09,MG,Varginha,city,6,1,True,135558,3170701,4.42615,0.1667
2020-04-09,MG,Vazante,city,2,0,True,20590,3171006,9.71345,
2020-04-09,MG,,state,655,15,True,21168791,31,3.09418,0.0229
2020-04-08,AC,Acrelândia,city,9,0,True,15256,1200013,58.99318,
2020-04-08,AC,Bujari,city,1,0,True,10266,1200138,9.74089,
2020-04-08,AC,Plácido de Castro,city,2,0,True,19761,1200385,10.12095,
2020-04-08,AC,Porto Acre,city,1,0,True,18504,1200807,5.40424,
2020-04-08,AC,Rio Branco,city,45,1,True,407319,1200401,11.04785,0.0222
2020-04-08,AC,,state,58,1,True,881935,12,6.57645,0.0172
2020-04-08,AL,Importados/Indefinidos,city,6,1,True,,,,0.1667
2020-04-08,AL,Maceió,city,27,2,True,1018948,2704302,2.64979,0.0741
2020-04-08,AL,Marechal Deodoro,city,2,0,True,51901,2704708,3.85349,
2020-04-08,AL,Palmeira dos Índios,city,1,0,True,73218,2706307,1.36578,
2020-04-08,AL,Porto Real do Colégio,city,1,0,True,20066,2707503,4.98355,
2020-04-08,AL,,state,37,3,True,3337357,27,1.10866,0.0811
2020-04-08,AM,Anori,city,1,0,False,21010,1300102,4.75964,
2020-04-08,AM,Boca do Acre,city,1,0,False,34308,1300706,2.91477,
2020-04-08,AM,Careiro da Várzea,city,2,0,False,30225,1301159,6.61704,
2020-04-08,AM,Importados/Indefinidos,city,0,0,False,,,,
2020-04-08,AM,Iranduba,city,9,0,False,48296,1301852,18.63508,
2020-04-08,AM,Itacoatiara,city,11,0,False,101337,1301902,10.85487,
2020-04-08,AM,Jutaí,city,0,0,True,14317,1302306,,
2020-04-08,AM,Manacapuru,city,44,3,False,97377,1302504,45.18521,0.0682
2020-04-08,AM,Manaus,city,712,25,False,2182763,1302603,32.61921,0.0351
2020-04-08,AM,Manicoré,city,1,0,False,55751,1302702,1.79369,
2020-04-08,AM,Novo Airão,city,1,1,False,19454,1303205,5.14033,1.0
2020-04-08,AM,Parintins,city,6,1,False,114273,1303403,5.25058,0.1667
2020-04-08,AM,Presidente Figueiredo,city,2,0,False,36279,1303536,5.51283,
2020-04-08,AM,Santo Antônio do Içá,city,7,0,False,21602,1303700,32.40441,
2020-04-08,AM,São Gabriel da Cachoeira,city,0,0,True,45564,1303809,,
2020-04-08,AM,São Paulo de Olivença,city,3,0,False,39299,1303908,7.63378,
2020-04-08,AM,Tabatinga,city,1,0,False,65844,1304062,1.51874,
2020-04-08,AM,Tonantins,city,3,0,False,18755,1304237,15.99573,
2020-04-08,AM,,state,804,30,False,4144597,13,19.39875,0.0373
2020-04-08,AP,Importados/Indefinidos,city,0,1,True,,,,
2020-04-08,AP,Macapá,city,95,1,True,503327,1600303,18.87441,0.0105
2020-04-08,AP,Oiapoque,city,1,0,True,27270,1600501,3.66703,
2020-04-08,AP,Santana,city,11,0,True,121364,1600600,9.06364,
2020-04-08,AP,,state,107,2,True,845731,16,12.65178,0.0187
2020-04-08,BA,Adustina,city,1,1,True,17040,2900355,5.86854,1.0
2020-04-08,BA,Alagoinhas,city,5,0,True,151596,2900702,3.29824,
2020-04-08,BA,Araci,city,1,1,True,54379,2902104,1.83895,1.0
2020-04-08,BA,Aurelino Leal,city,1,0,True,11531,2902401,8.67227,
2020-04-08,BA,Barra,city,2,0,True,53578,2902708,3.73288,
2020-04-08,BA,Barra do Choça,city,1,0,True,31603,2902906,3.16426,
2020-04-08,BA,Barra do Rocha,city,3,0,True,5714,2903102,52.50263,
2020-04-08,BA,Barreiras,city,1,0,True,155439,2903201,0.64334,
2020-04-08,BA,Belmonte,city,2,0,True,23328,2903409,8.57339,
2020-04-08,BA,Brumado,city,7,0,True,67195,2904605,10.41744,
2020-04-08,BA,Cachoeira,city,1,0,True,33470,2904902,2.98775,
2020-04-08,BA,Camaçari,city,9,0,True,299132,2905701,3.00871,
2020-04-08,BA,Campo Formoso,city,1,0,True,71206,2906006,1.40438,
2020-04-08,BA,Canarana,city,1,0,True,26176,2906204,3.82029,
2020-04-08,BA,Candeias,city,1,0,True,87076,2906501,1.14842,
2020-04-08,BA,Catu,city,1,0,True,54704,2907509,1.82802,
2020-04-08,BA,Coaraci,city,2,0,True,16993,2908002,11.76955,
2020-04-08,BA,Conceição do Coité,city,2,0,True,66612,2908408,3.00246,
2020-04-08,BA,Conceição do Jacuípe,city,1,0,True,33153,2908507,3.01632,
2020-04-08,BA,Conde,city,1,0,True,25837,2908606,3.87042,
2020-04-08,BA,Dias d'Ávila,city,1,0,True,81089,2910057,1.23321,
2020-04-08,BA,Euclides da Cunha,city,1,0,True,60585,2910701,1.65057,
2020-04-08,BA,Feira de Santana,city,38,0,True,614872,2910800,6.18015,
2020-04-08,BA,Gandu,city,1,0,True,32403,2911204,3.08613,
2020-04-08,BA,Gongogi,city,1,0,True,7128,2911501,14.02918,
2020-04-08,BA,Ibirataia,city,3,0,True,15312,2912905,19.59248,
2020-04-08,BA,Ibotirama,city,1,0,True,26927,2913200,3.71374,
2020-04-08,BA,Ilhéus,city,22,0,True,162327,2913606,13.55289,
2020-04-08,BA,Ipiaú,city,6,1,True,45873,2913903,13.07959,0.1667
2020-04-08,BA,Itabuna,city,16,0,True,213223,2914802,7.50388,
2020-04-08,BA,Itagi,city,1,0,True,12351,2915106,8.09651,
2020-04-08,BA,Itagibá,city,3,0,True,14579,2915205,20.57754,
2020-04-08,BA,Itajuípe,city,3,0,True,20491,2915502,14.64057,
2020-04-08,BA,Itamaraju,city,1,0,True,64486,2915601,1.55072,
2020-04-08,BA,Itapetinga,city,3,1,True,76147,2916401,3.93975,0.3333
2020-04-08,BA,Itarantim,city,1,0,True,19747,2916807,5.06406,
2020-04-08,BA,Itatim,city,1,0,True,14487,2916856,6.90274,
2020-04-08,BA,Itororó,city,4,0,True,20382,2917102,19.62516,
2020-04-08,BA,Jequié,city,1,0,True,155966,2918001,0.64117,
2020-04-08,BA,Juazeiro,city,3,0,True,216707,2918407,1.38436,
2020-04-08,BA,Lauro de Freitas,city,19,1,True,198440,2919207,9.57468,0.0526
2020-04-08,BA,Medeiros Neto,city,1,0,True,22688,2921104,4.40762,
2020-04-08,BA,Nova Soure,city,1,0,True,26947,2922904,3.71099,
2020-04-08,BA,Palmeiras,city,1,0,True,9019,2923506,11.0877,
2020-04-08,BA,Piripá,city,1,0,True,10707,2924702,9.33968,
2020-04-08,BA,Pojuca,city,1,0,True,39519,2925204,2.53043,
2020-04-08,BA,Porto Seguro,city,10,0,True,148686,2925303,6.72558,
2020-04-08,BA,Prado,city,4,0,True,28174,2925501,14.19749,
2020-04-08,BA,Salvador,city,292,11,True,2872347,2927408,10.1659,0.0377
2020-04-08,BA,Santa Cruz Cabrália,city,4,0,True,27778,2927705,14.39988,
2020-04-08,BA,Santa Maria da Vitória,city,1,0,True,39845,2928109,2.50973,
2020-04-08,BA,São Domingos,city,1,0,True,9058,2928950,11.03996,
2020-04-08,BA,São Francisco do Conde,city,1,0,True,39802,2929206,2.51244,
2020-04-08,BA,Serrinha,city,2,0,True,80861,2930501,2.47338,
2020-04-08,BA,Simões Filho,city,1,0,True,134377,2930709,0.74417,
2020-04-08,BA,Teixeira de Freitas,city,3,0,True,160487,2931350,1.86931,
2020-04-08,BA,Uruçuca,city,4,1,True,20519,2932705,19.49413,0.25
2020-04-08,BA,Utinga,city,1,1,True,19178,2932804,5.21431,1.0
2020-04-08,BA,Vitória da Conquista,city,12,0,True,338480,2933307,3.54526,
2020-04-08,BA,,state,515,18,True,14873064,29,3.46264,0.035
2020-04-08,DF,Brasília,city,509,12,False,3015268,5300108,16.88075,0.0236
2020-04-08,DF,,state,509,12,False,3015268,53,16.88075,0.0236
2020-04-08,ES,Afonso Cláudio,city,1,0,True,30586,3200102,3.26947,
2020-04-08,ES,Alto Rio Novo,city,0,0,True,7836,3200359,,
2020-04-08,ES,Aracruz,city,5,0,True,101220,3200607,4.93974,
2020-04-08,ES,Boa Esperança,city,1,0,True,15037,3201001,6.65026,
2020-04-08,ES,Cachoeiro de Itapemirim,city,3,0,True,208972,3201209,1.4356,
2020-04-08,ES,Cariacica,city,20,0,True,381285,3201308,5.24542,
2020-04-08,ES,Castelo,city,2,0,True,37534,3201407,5.3285,
2020-04-08,ES,Colatina,city,3,0,True,122499,3201506,2.449,
2020-04-08,ES,Fundão,city,1,0,True,21509,3202207,4.64922,
2020-04-08,ES,Guarapari,city,3,0,True,124859,3202405,2.40271,
2020-04-08,ES,Ibiraçu,city,1,,True,12479,3202504,8.01346,
2020-04-08,ES,Importados/Indefinidos,city,0,0,True,,,,
2020-04-08,ES,Itapemirim,city,1,0,True,34348,3202801,2.91138,
2020-04-08,ES,Linhares,city,8,0,True,173555,3203205,4.60949,
2020-04-08,ES,Nova Venécia,city,1,0,True,50110,3203908,1.99561,
2020-04-08,ES,Santa Teresa,city,1,0,True,23590,3204609,4.23908,
2020-04-08,ES,São Mateus,city,4,1,True,130611,3204906,3.06253,0.25
2020-04-08,ES,São Roque do Canaã,city,1,0,True,12415,3204955,8.05477,
2020-04-08,ES,Serra,city,53,1,True,517510,3205002,10.24135,0.0189
2020-04-08,ES,Sooretama,city,2,0,True,30070,3205010,6.65115,
2020-04-08,ES,Venda Nova do Imigrante,city,1,0,True,25277,3205069,3.95617,
2020-04-08,ES,Viana,city,2,0,True,78239,3205101,2.55627,
2020-04-08,ES,Vila Velha,city,82,2,True,493838,3205200,16.60464,0.0244
2020-04-08,ES,Vitória,city,77,2,True,362097,3205309,21.26502,0.026
2020-04-08,ES,,state,273,6,True,4018650,32,6.79333,0.022
2020-04-08,GO,Águas Lindas de Goiás,city,1,0,False,212440,5200258,0.47072,
2020-04-08,GO,Anápolis,city,12,0,False,386923,5201108,3.10139,
2020-04-08,GO,Aparecida de Goiânia,city,1,0,False,578179,5201405,0.17296,
2020-04-08,GO,Bela Vista de Goiás,city,1,0,False,29975,5203302,3.33611,
2020-04-08,GO,Bom Jesus de Goiás,city,1,0,False,25216,5203500,3.96574,
2020-04-08,GO,Caldas Novas,city,0,0,False,91162,5204508,,
2020-04-08,GO,Campestre de Goiás,city,1,0,False,3630,5204607,27.54821,
2020-04-08,GO,Catalão,city,1,0,False,108823,5205109,0.91892,
2020-04-08,GO,Cidade Ocidental,city,2,0,False,71376,5205497,2.80206,
2020-04-08,GO,Goiandira,city,1,1,False,5600,5208509,17.85714,1.0
2020-04-08,GO,Goianésia,city,7,0,False,70084,5208608,9.98801,
2020-04-08,GO,Goiânia,city,85,4,False,1516113,5208707,5.60644,0.0471
2020-04-08,GO,Goiatuba,city,1,0,False,34095,5209101,2.93298,
2020-04-08,GO,Guapó,city,1,0,False,14209,5209200,7.03779,
2020-04-08,GO,Hidrolândia,city,0,0,False,21706,5209705,,
2020-04-08,GO,Importados/Indefinidos,city,4,0,False,,,,
2020-04-08,GO,Itumbiara,city,3,0,False,104742,5211503,2.86418,
2020-04-08,GO,Jataí,city,4,0,False,100882,5211909,3.96503,
2020-04-08,GO,Luziânia,city,6,1,False,208299,5212501,2.88047,0.1667
2020-04-08,GO,Montividiu,city,1,0,False,13396,5213756,7.46491,
2020-04-08,GO,Nova Glória,city,1,0,False,8164,5214861,12.2489,
2020-04-08,GO,Nova Veneza,city,1,0,False,9853,5215009,10.14919,
2020-04-08,GO,Paranaiguara,city,1,0,False,10057,5216304,9.94332,
2020-04-08,GO,Pires do Rio,city,1,1,False,31458,5217401,3.17884,1.0
2020-04-08,GO,Rio Verde,city,9,0,False,235647,5218805,3.81927,
2020-04-08,GO,São Luís de Montes Belos,city,2,0,False,33817,5220108,5.91419,
2020-04-08,GO,Senador Canedo,city,1,0,False,115371,5220454,0.86677,
2020-04-08,GO,Silvânia,city,1,0,False,20695,5220603,4.83209,
2020-04-08,GO,Trindade,city,2,0,False,127599,5221403,1.56741,
2020-04-08,GO,Valparaíso de Goiás,city,6,0,False,168468,5221858,3.56151,
2020-04-08,GO,Vianópolis,city,1,0,False,13863,5222005,7.21345,
2020-04-08,GO,,state,159,7,False,7018354,52,2.26549,0.044
2020-04-08,MA,Açailândia,city,1,0,True,112445,2100055,0.88932,
2020-04-08,MA,Cajapió,city,1,0,True,11177,2102408,8.94694,
2020-04-08,MA,Colinas,city,1,0,True,41178,2103505,2.42848,
2020-04-08,MA,Icatu,city,1,0,True,27113,2105104,3.68827,
2020-04-08,MA,Imperatriz,city,4,0,True,258682,2105302,1.5463,
2020-04-08,MA,Paço do Lumiar,city,9,1,True,122197,2107506,7.36516,0.1111
2020-04-08,MA,Raposa,city,1,0,True,30761,2109452,3.25087,
2020-04-08,MA,Santa Inês,city,1,0,True,89044,2109908,1.12304,
2020-04-08,MA,São Benedito do Rio Preto,city,1,0,True,18663,2110401,5.3582,
2020-04-08,MA,São José de Ribamar,city,21,0,True,177687,2111201,11.81853,
2020-04-08,MA,São Luís,city,228,11,True,1101884,2111300,20.69183,0.0482
2020-04-08,MA,Timon,city,2,0,True,169107,2112209,1.18268,
2020-04-08,MA,Urbano Santos,city,1,0,True,33122,2112605,3.01914,
2020-04-08,MA,,state,272,12,True,7075181,21,3.84442,0.0441
2020-04-08,MG,Alfenas,city,1,0,False,79996,3101607,1.25006,
2020-04-08,MG,Alpercata,city,1,0,False,7424,3101805,13.46983,
2020-04-08,MG,Araguari,city,2,0,False,117267,3103504,1.70551,
2020-04-08,MG,Arcos,city,2,0,False,40092,3104205,4.98853,
2020-04-08,MG,Barbacena,city,1,0,False,137313,3105608,0.72826,
2020-04-08,MG,Belo Horizonte,city,299,6,False,2512070,3106200,11.90253,0.0201
2020-04-08,MG,Betim,city,6,0,False,439340,3106705,1.36568,
2020-04-08,MG,Boa Esperança,city,3,0,False,40127,3107109,7.47626,
2020-04-08,MG,Bom Despacho,city,1,0,False,50605,3107406,1.97609,
2020-04-08,MG,Botelhos,city,1,0,False,14971,3108404,6.67958,
2020-04-08,MG,Cambuí,city,1,0,False,29551,3110608,3.38398,
2020-04-08,MG,Campo Belo,city,1,0,False,54029,3111200,1.85086,
2020-04-08,MG,Campos Altos,city,1,0,False,15461,3111507,6.46789,
2020-04-08,MG,Capitólio,city,1,0,False,8632,3112802,11.5848,
2020-04-08,MG,Carangola,city,1,0,False,33000,3113305,3.0303,
2020-04-08,MG,Carmo da Cachoeira,city,1,0,False,12170,3113909,8.21693,
2020-04-08,MG,Carmo do Cajuru,city,2,0,False,22478,3114204,8.89759,
2020-04-08,MG,Centralina,city,1,0,False,10350,3115805,9.66184,
2020-04-08,MG,Contagem,city,14,0,False,663855,3118601,2.10889,
2020-04-08,MG,Coronel Fabriciano,city,2,0,False,109855,3119401,1.82058,
2020-04-08,MG,Divinésia,city,1,0,False,3417,3121902,29.26544,
2020-04-08,MG,Divinópolis,city,16,0,False,238230,3122306,6.7162,
2020-04-08,MG,Esmeraldas,city,1,0,False,70552,3124104,1.41739,
2020-04-08,MG,Extrema,city,2,0,False,36225,3125101,5.52105,
2020-04-08,MG,Frutal,city,1,0,False,59496,3127107,1.68079,
2020-04-08,MG,Governador Valadares,city,2,0,False,279885,3127701,0.71458,
2020-04-08,MG,Guimarânia,city,1,0,False,8039,3128907,12.43936,
2020-04-08,MG,Importados/Indefinidos,city,14,0,False,,,,
2020-04-08,MG,Ipaba,city,1,0,False,18607,3131158,5.37432,
2020-04-08,MG,Ipatinga,city,3,0,False,263410,3131307,1.13891,
2020-04-08,MG,Itabira,city,1,0,False,120060,3131703,0.83292,
2020-04-08,MG,Itapeva,city,1,0,False,9783,3133600,10.22181,
2020-04-08,MG,Janaúba,city,2,0,False,71648,3135100,2.79142,
2020-04-08,MG,Jeceaba,city,1,0,False,4912,3135407,20.35831,
2020-04-08,MG,Juiz de Fora,city,46,0,False,568873,3136702,8.08616,
2020-04-08,MG,Lagoa da Prata,city,11,0,False,52165,3137205,21.08694,
2020-04-08,MG,Lavras,city,3,0,False,103773,3138203,2.89093,
2020-04-08,MG,Machado,city,1,0,False,42133,3139003,2.37344,
2020-04-08,MG,Manhuaçu,city,1,0,False,90229,3139409,1.10829,
2020-04-08,MG,Mariana,city,3,1,False,60724,3140001,4.94039,0.3333
2020-04-08,MG,Matozinhos,city,1,0,False,37820,3141108,2.6441,
2020-04-08,MG,Montes Claros,city,1,1,False,409341,3143302,0.2443,1.0
2020-04-08,MG,Muriaé,city,4,0,False,108763,3143906,3.67772,
2020-04-08,MG,Nanuque,city,2,0,False,40750,3144300,4.90798,
2020-04-08,MG,Nova Lima,city,37,0,False,94889,3144805,38.99293,
2020-04-08,MG,Ouro Fino,city,1,1,False,33639,3146008,2.97274,1.0
2020-04-08,MG,Paracatu,city,1,0,False,93158,3147006,1.07345,
2020-04-08,MG,Paraisópolis,city,2,1,False,21083,3147303,9.48632,0.5
2020-04-08,MG,Patos de Minas,city,5,0,False,152488,3148004,3.27895,
2020-04-08,MG,Patrocínio,city,6,0,False,90757,3148103,6.61106,
2020-04-08,MG,Piumhi,city,1,0,False,34691,3151503,2.88259,
2020-04-08,MG,Poços de Caldas,city,2,0,False,167397,3151800,1.19476,
2020-04-08,MG,Pouso Alegre,city,9,1,False,150737,3152501,5.97066,0.1111
2020-04-08,MG,Ribeirão das Neves,city,2,0,False,334858,3154606,0.59727,
2020-04-08,MG,Sabará,city,5,0,False,136344,3156700,3.66719,
2020-04-08,MG,Santa Luzia,city,1,0,False,219134,3157807,0.45634,
2020-04-08,MG,Santana do Paraíso,city,1,0,False,34663,3158953,2.88492,
2020-04-08,MG,Santo Antônio do Monte,city,2,0,False,28243,3160405,7.0814,
2020-04-08,MG,São João del Rei,city,3,0,False,90082,3162500,3.3303,
2020-04-08,MG,São João Nepomuceno,city,1,0,False,26361,3162906,3.79348,
2020-04-08,MG,Sarzedo,city,1,0,False,32752,3165537,3.05325,
